review_body,stars_number,course_stage,user_name,last_update
I think it's only fair to start by saying this is one of the courses I've not completed. I found the depth of the topics a bit too much for an amateur like me (even after successfully completing Andrew Ng's ML course). But give to Caesar what is Caesar's - Mr. Hinton is a true Lord of the Neural Networks - the not only masters the depths of the field  but he also does this with grace and good humor - thank you for the great experience!,9,Dropped,Thomas Johnson,5 years  2 months ago
The lectures are great  and the class covers a number of essential concepts in ML in much gory detail. Unfortunately  everything else in this class was rather disappointing. The translation to edX platform was an afterthought  and the homeworks are a mess: there's no opportunity to practice unless you come up with practice problems of your own  problem statements can be a bit on the undecipherable side  and with just one attempt there's no chance to recover from your mistakes. Lack of immediate feedback doesn't help there either. If you want to audit  this will be a great experience. Otherwise  prepare for some pain.,7,Completed,student,3 years  9 months ago
This is really an excellent course. It gives a real understanding of the basic concepts and methods in the world of machine learning. But this understanding is achieving through hard work  challenging tasks are available. And complexity is not an end in itself  tasks are chosen so that the solution leads to an improvement in the conceptual understanding of things. The lion's share of tasks requires setting up a computational experiment  so without good programming skills this course can become an excessive load.    The lecturer talks about the material not dispassionately  but as something very pleasant and interesting for himself. This greatly enhances the effect of perfectly prepared lectures.,10,Completed,Vitaliy,2 months ago
"This is a great course. It's carefully structured and taught. Professor Yaser is a fantastic instructor. That being said  it's not an easy course. The homeworks require a good amount of time and there's no ""retake"" on wrong answers. Nonetheless  it does make you feel smarter after finishing the job. Highly recommended. Thanks again professor  Edx and Caltech for such an top level opportunity.",10,Completed,Tuan Diniz,1 year  1 month ago
These lectures are the best. Prof. Mostafa explains involved math very easily. If you want to build an intuition and at the same time understand the math behind completely  then this is a course for you,10,Completed,Siddharthan Rajasekaran,1 year  1 month ago
This was the best course I've taken on edX so far. I very much like the fact that this is a full fledged university lecture and not just a summary of one.  I really appreciate the course creators generosity to share their expert knowledge with everybody for free of charge. In my humble opinion it is those people who drive the progress of the human race.  I've done a few courses which including machine learning topics before  but never achieved this level of understanding as in this course. Mostly  they just introduced some ideas of machine learning with practical applications  which was interesting but could not grow in my mind due to the lack of a solid  foundation. A few weeks after the courses ended  the learned things where already gone again.  In this course – if you are willing to invest the time (and you will need to) – you will really dive deep into the fundamental concepts of machine learning and hence truly build step by step a very strong insight in the realms of machine learning and computer science. And since these brilliantly thought Ideas are “as simple as possible  but not simpler” I really believe that they will last and enable us to pursue further knowledge.  The course is not easy. But it is manageable even for non computer scientist  as I am – coming from physics - but a good mathematical understanding is extremely helpful as I can confirm. Besides that  the only thing you need to have in order to profit most from this course  is passion. Everything else is managed really good by the course team. I can only recommend this course to anyone who is willing to learn about learning a machine to learn.  Thank you again!,10,Completed,student,1 year  1 month ago
Be ready!  This is a real course.  Not watered down.  Very challenging.  You will learn a lot!  Note the effort required in the overview - I probably averaged 15 hours a week on just the homework.  Note the prerequisites.  A healthy combination of theory  analysis  and practical application.  The professor and the TAs are very active on the discussion boards  as are the students  so you get *great* interaction with a great community.,10,Completed,student,1 year  2 months ago
"This course is a great introduction to the world of machine learning and the instructor is really good in his lectures. The course covers some important aspects in ML and is a good start if we want to continue in this domain. Unfortunately  because it is an introduction  it is not based on real and concrete problem of ML and the homeworks are all theoretical. About the level needed to pass this course  even if it's written ""basics in calculus  matrix and probability""  I think it is a plus to be used to advanced mathematical notions.",8,Completed,student,1 year  2 months ago
Great theoretical course. Many brilliant explanation for the hard material.     Pay attention this is excellent theoretical course with a taste of practices,10,Completed,Igor Kleiner,1 year  4 months ago
I feel lucky that this famous course is offered again Thank you professor for another amazing experience. Thank you edX.,10,Taking Now,Mike Silverman,1 year  4 months ago
This is one of the best courses out there among all courses out there. I would say this is one of the a Top 5 MOOC's of all time,10,Taking Now,Felix Pirvan,1 year  4 months ago
Great course  by all means! Great teaching style and challenging homeworks. The course elaborates a lot on the theoretical framework  which is insightful for the practical applications.,10,Completed,student,1 year  6 months ago
I have taken this course before it was available on edX via the caltech website but  when I saw that this course is now available here also  I decided to write a brief review anyway because I found it a great experience and hope many others will too.  The lectures for this course were quite challenging but also very entertaining. It is very well structured and the instructor  prof. Yaser S. Abu-Mostafa  illustrates nearly all concepts using simple examples often with some visual aids (graphs  figures  sketches) and speaks slowly and clearly making the content much easier to digest. Having participated in this course I truly believe that more than deserves all the teaching awards he has received over the years. The lectures are rather brief so after watching one for the first time you may think that it could have been more in depth but  I can assure you  the lectures contain everything you need  nothing more and nothing less - this is something you will greatly appreciate when preparing for the final.   If you do not intend to use the book  you will probably end-up re-watching lectures or at least portions of them before and while doing the homework (that is how I did it). I remember the homework being quite difficult and the answers not always very precise (it's machine learning  in some cases results will vary slightly from one attempt to the other). Definitely set aside plenty of time during the weekends  the estimated 10-20h a week is not exaggerated! I would watch the lectures on Saturday mornings and give the homework for that week a shot in the afternoon  on Sunday morning I would wrap up what was not finished and give exercises where I got stuck a fresh look. You may get frustrated at times when you get a wrong answer but I think the lack of 2nd chances makes all the correct answers so much more rewarding. The professor supplies plenty of inspiration and motivation during the lectures to make you want to really understand the material and work on the homework till you get it right!  I would recommend having some prior exposure to programming using Matlab or similar because you will be on your own on that front (as the professor says  the course content is not dumbed down for popular consumption).,10,Completed,Jacek Czaja,1 year  6 months ago
Wondeful course content for all of those interested in Machine Learning that are searching some understanding of learning   rather than exercising number of methods without deeper context. Some minor issue is audio transcription which sometimes is not correct.,10,Completed,Greg Kanevsky,1 year  6 months ago
Absolutely a must for anyone thinking of learning Machine Learning. It requires basic calculus and theory of probability knowledge  programming experience (any language  but Matlab or R or Python are better choices)  and a lot of attention and time spent on its materials and homeworks. The book by professor Yaser Abu-Mostafa et al. is very helpful resource (Learning From Data  A Short Course). Expect spending at least 5-7 hours per week or more depending on your background. This is very different from other Machine Learning courses that immediately focus on practical aspects of the subject. Learning From Data starts with founding concepts of Machine Learning as mathematical and statistical problem  and gradually introduces to algorithms without loosing its focus on the principles built. I consider both its approach and materials the most sound introductory course in Machine Learning available.,10,Completed,Massimo Morelli,3 years  3 months ago
Very  very good.,10,Completed,Jacek Czaja,3 years  2 months ago
I took first instance of this course (started at end of 2013) on edX. Course was fantastic and require lots of effort of mine to have it completed. It is basically as prof. Mustafa said in introductionary speach : focus is on understanding. This is very important and course deliver its promise successfully. Nowadays there is countless of techniques in machine learning you can learn them   but how to apply them for learning  considering data we are given is not an easy thing  also what does it mean to learn  all of this concerns are covered in detail in this course. I'm software developer and completing this course enabled me to work on machine learning projects which otherwise would not be hardly possible. So if you are to learn/understand machine learning this course is the best way to spend your time in area of machine learning. Highly recommended!,10,Completed,student,3 years  5 months ago
This is the best MOOC I have ever experienced. The instructor is very clear about his goals and every lecture feels like a nicely wrapped present. The care taken in making these lectures is palpable and I am truly grateful for the team that made this possible. The new gold standard for anyone creating a MOOC.,10,Completed,Ant Super,3 years  4 months ago
"I've read quite a bit about machine learning  but this course was a very interesting addition. It explains why machine learning methods work. A great insight if you want to be more than an ""ML engineer"". I even couldn't wait and watched all lectures from Youtube instead.",10,Completed,student,3 years  10 months ago
"My opinion is that this is an incredible course. Dr. Mostafa asks and answers the questions: ""What is learning?"" and ""How do we know that we have learned?"" He also shows you the limitations of machine learning  and his exercise sets are excellent. He demonstrates the theoretical foundations of machine learning  each lecture builds upon previous lectures  and it is clear that one is guided by someone who has figured out a very direct route to basic understanding. I highly recommend this course!",10,Completed,student,3 years  8 months ago
One of  if not the  best course I have taken ever  in any format. My background is biomedical with 'hobbyist' programming experience  with no formal machine learning training. I found the lectures engaging  entertaining  clear  and VERY educational  providing what I felt was a solid foundation for further learning. The book (by the same name) was helpful to reinforce the material.,10,Completed,Prashanth Ravindran,3 years  9 months ago
Overall I say it is an excellent course. Prof. Yaser was very articulate in explaining the concepts. The assignments are really challenging and and it may be time-taking  but it is worth solving (Trust me!). I am really happy that i did this course and more happy that i could pass the course! :) It sure enhanced my knowledge in the area of machine learning. In short  I recommend this course.,9,Completed,Jeff Winchell,3 years  10 months ago
This class is HARD. But I like the challenge. Usually  courses from elite universities are watered down when they become a MOOC. Perhaps there is a more lenient grading curve for MOOC participants  but as near as I can tell  this is the same material the CalTech students get. (Reference point: at CalTech  getting 770 out of 800 on the math part of the SAT means 75% of your classmates scored higher than that). I am currently taking the Stanford Machine Learning class (which others have mentioned is watered down from what Stanford students get) and I have taken the Berkely AI class and this CalTech class is definitely harder than those two.,9,Completed,No one of consequence,3 years ago
The lectures did not prepare me for the programming on the first homework assignment. I'd just have to learn how to do it on my own  defeating the purpose of taking the course. The lectures are just long uninterrupted blocks  and they could desperately use interactive questions to incrementally develop your understanding. I'm going to hope the Coursera class on Machine Learning does just that.,4,Dropped,Student,4 years  4 months ago
This course was very straight forward. I was surprised at how much I learned. The videos were so much more helpful than trying to learn the material by reading it on my own. The amount of practice questions were sufficient to ensure I understood each topic.,10,Completed,Student,1 year  11 months ago
This is one the best MOOC's you can take! This professor can really teach!  If you want to learn how to use R  and have fun learning about one of the most disruptive technologies (Sabermetrics/Moneyball)in modern times  take this course. I got so proficient using R  I now use it all the time for my regular job.  Really hoping that a Part 2 class is coming soon!!,10,Completed,Budd Termin,1 year  8 months ago
Great class for learning stats  programming and a bit of baseball too.  Can't wait for part 2!   My knowledge of SQL  statistics and how to create analyses was drastically improved through this class.   Only criticism is the Boston Red Sox' point of view that seeped into some of the statistical analysis.,10,Completed,John Rosenfelder,2 years  2 months ago
perhaps I have succeeded in some measure. I sincerely hope that is the case. Although i feel a little self-conscious about the attention that i are recive it's a wonderful surprise,10,Dropped,EMA AMAN,2 years  2 months ago
This the best course I have taken for statistics.  This class gives you a good introduction to statistics and it teaches you both SQL and the R language.,8,Completed,David Trower,2 years  3 months ago
An excellent course teaching the real basics of statistics. Some of the abstract and difficult concepts are taught using very simple examples. I am really glad that I am taking this course.,10,Taking Now,Student,1 year ago
This is the best course in coursera for statistics. i would rate this course 20 out of 10. Especially Matthijs Rooduijn is so creative in teaching abstract concepts very intuitively. Other professor also teaches good but we had little bit of difficulty in understanding his language. Matthijs Rooduijn is simply Extra ordinary.,10,Taking Now,Ramji Viswanathan,1 year  3 months ago
Great and interesting course and very good introduction to performing an LCA. Must-follow for everyone who is interested in sustainability. Practical work is interesting  exercises are easy for people with some mathematical/system analysis skills  but still doable for people who have no experience. Course material points to additional resources for people who want to know more.,10,Completed,Student,2 years  8 months ago
We are in the 4th week now. The course is great so far. The subject itself is interesting and directly applicable and related to a number of career choices. The course materials are dense and well supported with supplement videos  PDF transcripts with additional notes  and links to real reports and studies.   I especially like the fact that homeworks are not hard but they are not ridiculously straightforward either. They are the right amount of challenging. Which is not the case in some other courses on Coursera.  There is also a project starting from week 3 in the form an environmental life cycle assessment study of a bottled soft drink manufacturing which we build by applying the knowledge acquired each week.  The instructor is knowledgeable  methodical  and enthusiastic. The presentation of the video lectures is a bit clinical and could do with a bit more  I don't know  improvisation? even the occasional hesitant umm is absent! ..... maybe this is nitpicking from my side.,10,Taking Now,Student,2 years  9 months ago
This is a very useful course in Data Science where in we learn to use R tools for getting data from various sources  cleaning the data and staging it for further analysis. The techniques are important to learn for subsequent courses in this specialization.,10,Completed,Nirav Desai,1 year  10 months ago
Given I am working on Tableau  this is one of the course which helped me to pick up a BI tool very fast. Firstly the product is becoming excellent day by day and is really easy to use.    Recommendation would be provide:    1. more reading and more and more example to try hands on may be on the Desktop version.   2. Create some case and then do the visualization to help bring the creative side of the though process of using the tool.  3. Very importantly cover more topics on data mining using DAX and visualization for exploratory analysis.  4. Integration of statistical analysis would be also helpful.,6,Completed,Dibyendu Sharma Mondal  PRINCE2®,2 years  1 month ago
A good introductory course  it is unfortunate that Power BI Service and Desktop is updating too fast for the course content to reflect the tool exactly. I do miss a bit of Querying and DAX which can be covered in a bit more depth.,8,Completed,Ali Asim Kazmi,1 week  3 days ago
Great introductory course. The course really shows the capabilities of the tool and the many options you have with Power BI for your business. Would have liked more cases/ exercises to do rather than quizzes as the practical labs are what really test what you've learnt in the quizzes.,10,Completed,student,1 month ago
Liked the course  easy to follow. Some exercises were more difficult than I expected  but glad it was challenging at times. Other sections were easier  which was also nice. Finished course for certificate in a time crunch  but will go back to reference videos as I work through projects  and may re watch some/most videos.,10,Taking Now,Kelsey Dexter,1 month  1 week ago
Great course to get to know Power BI. With the easy to follow videos you are well informed every step of the way  and the labs help instill the knowledge learnt in the lessons.,10,Completed,Carmen Griessel,1 month  1 week ago
Very nice course for the beginner to understand the concepts and that too with examples and exercise. It helped me to understand how i can use this tool more efficiently.,8,Completed,P S,1 month  1 week ago
The tool is a successful extension of a business  then  the course is the machinery to build a safe path and full of good results  in my case I can say that there is a before and after for the performance in my work.,10,Completed,Yerlin Briceño,1 month  2 weeks ago
The course is well structured. It makes easy to understand the Power BI capabilities. An advance course is necessary to be able to use properly DAX. To summarize great experience Thanks.,10,Completed,Alain Faivre,1 month  3 weeks ago
The cours was well structured.   It forced me to explore all the areas of POWER BI which was beneficial.   Unfortunately DAX language wasn't covered in this course and we haven't statitics analytics.   Overall great first experience !,6,Completed,Hendrix Bazin,1 month  3 weeks ago
Nice overview course! Becomes out of date a little since platform is being developing rapidly. For example topic about content packs and groups should be replaced with topic about apps. SSAS connector has also been replaced with on premises gateway. So you need sometimes update this course.  And would be great to have another course on dax or M.,8,Completed,ROMAN KUZNETSOV,2 months ago
Very informative. The modules were presented in an orderly manner. This is one of the best online classes I've had. This will surely be helpful in creating dashboards and reports.,10,Completed,Tricia,2 months  1 week ago
The best online class I've attended.  Through this class I gained more appreciation on the usefulness of Power BI.  I look forward to using it on my job.,10,Completed,Mervin Melo,2 months  1 week ago
I'm grateful to everybody who worked on this very professional content. It's probably one of the best put together online class I had the chance to take.,10,Completed,ALEXANDRE BEAUDRY,2 months  2 weeks ago
Great course. I apreciated every single aspect of it.  It's more than an overview. excellent labs and explanations.  I'm planning to take another course from edx.,10,Completed,Ariel Tagliacozzo,3 months  2 weeks ago
This course is excellent to start with and the instructions are very easy to follow.  I would recommend this course to my colleagues and folks. One Suggestion is to update the field or icon names to match with the latest version of Power BI.,8,Completed,Hemalatha B,3 months  2 weeks ago
Course was very good which provided real examples and the labs were overall a good test of what you learn in the course.    Parts of the course are no longer relevant e.g. Content Packs are no longer a Power BI feature as power BI apps has superseded them.    The video format  online tests and labs worked very well and it was easy to drop in and out of the course and complete them when convenient.    Although I had previously completed a 2 day classroom based training on PowerBI I found this course better  and I learned more from it.,10,Completed,Niall Hannon,3 months  3 weeks ago
The content was paced well for my individual needs. The labs functioned without any issues.     Overall the course was very informative and worth taking.,10,Completed,Bill Wisse,3 months  3 weeks ago
It was very informative and useful and progressed at a comprehend-able pace. I started from basic to no knowledge in Power Bi and I am now confident in applying the tool in my work. I an more than eager to leave Excel fro some of my work to use this dynamic tool. I however had one issue with logging onto the Azure SQL Database,10,Completed,N Magombedze,4 months  1 week ago
Brilliant Course. Easy to follow and informatitive exercises at the end of each segment. New to Power BI  provided me with working knowledge of the product,10,Completed,Kellie Young,4 months  1 week ago
Nice course with in depth details needed for any beginners. Labs are equally interesting and there is no pressure to pay for Certificate course though I would like to do that as it worth investment.,10,Completed,Ashok Pershad,4 months  2 weeks ago
Very useful  very informative and content-rich course.  Very helpful.  Covers everything from initial dev/design to mobile applications and also custom development  API.,10,Completed,Yaroslav Lukomskiy,4 months  2 weeks ago
It was a great experience and the course and content is very intutive. It would have been better if you provide the downloadable content for the section Developer API.,10,Completed,Nagaraju Chintala,4 months  2 weeks ago
Exactly what I was looking for to get started with Power BI! Free to audit is great when you don't really need a certificate. The videos are short and easy to understand  but the labs are really nice to have for applying your knowledge.,10,Completed,Charles Sterling,4 months  3 weeks ago
I've been impressed by the structure of the course - the video modules are the key  I think. Being short bite-sized pieces of information  self-contained and part of the same lab objective  really confirmed for me that I could complete each video  then lab  plus have the ability to search for and review the content I needed for the knowledge checks. The frequent updates to Power BI result in the course content becoming out-of-date quickly  but the construction of the course is such that a new video could easily be recorded to replace the older material. The certificate option is fantastic  too  as I appreciate opportunities to improve and add marketable skills!,8,Completed,Kate VandeVoorde,4 months  3 weeks ago
Excellent content  even for developers who already have experience with Power BI. New things are learned. The instructors are very good and the course is very easy to follow. It is very well organized,10,Completed,Víctor Beltrán,5 months ago
Хороший курс  разбирается продукт в деталях и с разных сторон. После прохождения намного лучше понимаешь возможности  хочется использовать PowerBI чаще и чаще.  Хорошо бы чтобы видео контент больше попадал  в размеры экрана.,8,Completed,Константин Кондауров,5 months  3 weeks ago
I would recommend this as a good course to get started with Power BI  and to get an overview of what extensibility and integration platform has to offer.,10,Completed,Øyvind Nord,6 months ago
Its a very valuable course with good materials. Power BI is growing in a fast pace and user friendly dashboard tool. I have worked in SAP BI and Tableau . I found PowerBI interesting .,10,Completed,Sahaya David,7 months ago
Excelente conteúdo  aprendi muito da ferramenta com ótimos exemplos e exercícios que fazem o ead ter um elevado nível de aprendizado. Edx tem vários cursos em diversas áreas  irei desenvolver mais skills com essa plataforma. Great!,10,Completed,Thiago Alexandre,7 months ago
A good intorduction that requires that you get involved and take concrete steps to learn the basics in PowerBI. Does a good job ensuring you get a good overview of most of the capabilities and starts setting the right mindset for how to work with PowerBI.,8,Completed,Taquin Ho,7 months  2 weeks ago
This is a very useful course in Data Analysis wherein we learn to explore the data sets and explore relationships between the variables for further analysis. It acts as a foundation for developing further models based on regression analysis or machine learning.,10,Completed,Nirav Desai,1 year  10 months ago
I took this course to practice data analysis in python. This is a concise and nice course that covers ANOVA  chi-squared and correlation tests in SAS or Python.  For learning about my idea about the specialization in general  see my review for Data Management and Visualization course.,10,Completed,Hamideh Iraj,1 year  11 months ago
This course set me on the right path for Data Science. The content was very helpful  especially since it was practical. It was also easy to follow along as the instructors were good at what they do,10,Dropped,Cynthia Abura,3 days  14 hours ago
I really enjoyed this course and I learned basic data science and machine learning with plenty of hands on opportunities. If you are attempting the MicroMaster in Data Science program  I suggest you audit the next course on Probability & Statistics before paying. If you are comfortable with statistics  you should be fine  if not you will have to put in more time so plan accordingly. All in all  this UCSD Data Science MicroMaster program is a gem! A gem that needs buffing  but a gem none the less. Thank you for making this available on edX!,10,Taking Now,student,2 weeks  6 days ago
This course was thorough and presented at a good pace. I enjoyed it very much. I would recommend it to anyone looking for a broad introduction to Python.,10,Taking Now,Lee Duke,3 weeks ago
A good selection of what matters and a good overview of what is important in the field. The learning curve is efficiently managed. All subject didn't matter to me however they open perspectives  overall I am very satisfied  merci.,10,Completed,Manuel Boissenin,3 weeks ago
Technical side not explained. Questions regarding not answered. Had to drop after getting no answers. Has put a very bad feel onto Python learning.,1,Completed,M Holderby,3 weeks ago
please restart this course would love to add this certificate to my CV.Had been waiting to join this course at the right time when having adequate exposure to python language  but currently seeing that Verified Certificate option closed.,10,Taking Now,vipul jain,3 weeks  6 days ago
I would like to recommend this course to everyone who especially wants to get knowledge about python for data science. But Why cannot I reach the contect anymore ? :(,10,Taking Now,Uğur Ö,1 month ago
The course was very well-organized and presented.  The programming assignments were handled very well.  All in all  a great introduction to the subject matter...,10,Completed,student,1 month  1 week ago
I loved this course. The instructors are very clear and there are a lot of resources to take advantage of the lessons. I enjoyed the most the live code sessions because we were able to work with several real databases. For me  that was an incredible experience: efficient knowledge  precise analysis and real-world situations. Brilliant.,10,Taking Now,Mary Mojica,1 month  2 weeks ago
The contents of these course is really enrich. Both instructors are very good at on concern contents and provide a very good and high materials for the learners.Thanks.,10,Completed,Mohammed Innat,1 month  2 weeks ago
Every thing in the course is very well just I think projects were not clear enough to understand and if we can get a standard example for completed project other thing the example  for case study was very complicated,10,Completed,Mohamed Elhafiz Ali Musa,1 month  3 weeks ago
I'm a business University student  so indeed  I was a complete beginner in the field of IT and Programming. Personally  it was a big challenge for me to complete this course  and I had to spend many extra hours for understanding and learn these new concepts. However  it was relatively easy to follow these lectures  and Python is perfect for non-programmers. I have learned so much from this course  and it motivates me a lot to complete the whole Micromaster program.  I've checked other similar courses in Edx  because I would like to start a career as a Data Analyst  and I must say that this is course covers the most relevant requirements that companies expects from an employee in this  field. I'm really thankful for this opportunity. It was very difficult for me to pay this course (indeed it was quite expensive)  and making the decision to pay the whole Micromaster  but I see this program as a personal investment. I'm pretty sure that in the next few years  the demand for these experts will increase even more  not only in the US  but worldwide...  So  Good luck for all the other non-programmers  that are about to take this challenge! Cheers from Switzerland!,10,Taking Now,Edward Parrales,1 month  3 weeks ago
I forget my password of my account please sort out this  a huge problem for me... i also submit my application through forget my password page but here comes no reply yet. please solve this issue as soon as possible.i will be very thankful to you if you sort out this problem.     my email id is: shahidnabeel42@gmail.com,9,Taking Now,Shahid Nabeel,1 month  3 weeks ago
This is an extremely helpful course to get into python and the basic libraries in a relatively quick time. Although I am used to coding in different languages  I never had experience with python. The whole idea of using libraries is similar to Latex if you are used to it. Data Science is THE think these days and I feel definitely equipped to tackle bigger projects after having completed this course. The projects in weeks 6 and 10 are a really effective way to try out stuff yourself. All in all kudos to the team behind it!,10,Taking Now,student,2 months  1 week ago
"The intent of the course is good and the approach is good however  the material has a number of error (such as in-correct files or typos in the live code. As an example  the download for Week 7 Machine Learning should have a file named ""minute_weather"" with over 1 000 000 record of weather data used in the lecture. Instead it has a file named ""daily weather"" with about 1 000 records of different data. These things should not happen. It means no one is proof reading or quality checking the product.  The instructors are good.",5,Taking Now,Gary Burrows,4 months  1 week ago
PLEASE READ MY COMMENT. Dear Prof. Ilkay Altintas and Prof. Leo Porter  Thank you for this great course. Most students here have the same problems and we ask you to solve it. The first problem  please reduce the gap between courses it makes this program very boring and it makes the students leave this program to another program because students like me planning to get a job or accelerator to master degree and this is a huge period of time. This program needs from 3 to 6 months not more and if you read the previous reviews you will see students have the same problem.  The second problem  the UC SanDiego don't offer credit for this program and this is a really big problem because many students don't plan to travel to Australia to complete studying there and also that unbelievable because this is your program and UC SanDiego should trust in what it's offer at least you should find US university offer credit for this program.  PLEASE SOLVE THIS TWO PROBLEMS.,10,Taking Now,Student 1,4 months  3 weeks ago
This course provide understandable knowledge for student with less experience like me ! The only thing that need to improve is the community. Unlike Udacity  which has a very active community  EDX discussion doesn't work successfully. However in general  the course is valuable for beginners.,10,Taking Now,Thanh Phong Le Hoang,5 months ago
This is not a simple or introductory course. Following MIT 6.00.1x  this course continue to discuss the most commonly used algorithms in programming. Learners should be quite familiar with Python  have some knowledge in NumPy is also better but not necessary  and can fing untaught points from web searching.Professor Guttag explained the algorithms explicitly and orderly  making it easier for me to catch. The video didn't cover all the content in the textbook. If you want to gain the most from this course  you'd better learn the book at the same time. It's an awesome book! The problem sets are the most challenging and exciting part. It's a little tough. I repeated trial and error many times in almost every problem. It's really a fulfillment of writing  debugging and making the program work. Afterall  I keep up and completed the course. Thanks for edx and all the staff from MIT 6.00.2x.,10,Completed,student,9 months  1 week ago
I have already taken 6.001  and countine to finish 6.002.I just want to say great professor  great course  great experience!!!,10,Completed,Sunner Sun,3 months  1 week ago
Awesome class. Great exercices  tests & slides. Funny at moments and always very smart. If you want to learn python this is the class you need to take.,10,Completed,Nicolas Vandeput,3 months  3 weeks ago
Outstanding content and the lectures were engaging and complete. It is challenging  but the course provides enough information to complete the assignments  and the discussion forum is quite helpful.,10,Completed,James Martin,5 months  1 week ago
This course receives a rate A++ from me  if such was possible. I passed it but would like to retake it (kind of barely made it)- however I am not sure if time will permit [school  work  family - maybe is better to do the next one of the series instead of retaking this one] - Prof Guttag's way of teaching brings life to the data analysis concepts - formulas almost reads like a story. It is a difficult course but I have enjoyed doing it and  re-watching a few videos. It is a great complement to 6.00.1 (another superb course). Like the others here I am  hopeful for a 6.00.3x  and recommend people to do the series. Big thanks to the staff  Prof Guttag and MITx in general for bringing this small treasure to the public.,10,Completed,Paula Cavalcanti,7 months  1 week ago
John Guttag is a really great professor. Can't wait for 6.00.3x (I just hope there will be one). The problem sets really make you understand the power of computers. After taking this course  you'd definitely have a stronger interest in Computer Science.,10,Completed,Huzaifa Abbas,7 months  2 weeks ago
I thoroughly enjoyed the course  bought the book and learned a lot. The course is not easy and I think you would struggle if you had no prior programming experience and no prior experience with python. I did not do 6.00.1x first   due to poor timing on my part  but did refer to those lectures. I had started learning python around 3 months prior  and have been programming in other languages for engineering tasks for many years.  There was a high level of interaction in the discussion forums and active support provided. I enjoyed the style that the course was presented in. The modules were coherent and the exercises aligned well with the course material.  The only fault I can make is that some more effort could go into the automated exercise checker as some of the rejections were due to formatting and unrelated to the course intent.  I would very much like to see the same MIT team develop a similar course for machine learning based on the sci kit-learn package  this may require some tutorial in numpy and panda.,10,Completed,Terry Snow,8 months ago
This class and its precursor  6.00.1x were my first tastes of programming and computational thinking  and I hugely enjoyed both of them. After having completed them  I feel confident in writing simple Python programs and have been inspired to take some more advanced courses in computer science. I strongly recommend both classes.,10,Completed,David Blackwell,1 year  1 month ago
If you're in this course to learn programming  you're in the wrong place. While introducing a few more programming and computer science concepts in the beginning  the course quickly turns into a statistics course  using computation as a simulation tool. While there's nothing wrong with that  those looking to learn more python programming and/or computer science are in for a big disappointment. The instructor's lack of enthusiasm is also a big problem. Prof. Guttag lectures in a very monotonous voice and does not show any excitement in the material. I would not recommend this course. Still  props to MIT for making some much great content available on edX,6,Taking Now,Chris Chen,1 year  2 months ago
I had done the 6.00.1x and going with 6.00.2x and they are very helpful for learning python programming language as well as for creating computational model for simulating and implementing things in physical world. A complete good series for advancement of programming skills and also a valuable verified certificate you can earn through this courses.,10,Taking Now,Ritik Jain,1 year  2 months ago
Both of these courses (6.00.1x and 6.00.2x) are among the best. I would recommend it to not only students but to those too who are working professionally in IT.,10,Completed,Waqar Akbar,1 year  3 months ago
One of the best MOOCs available online. Problems were challenging and rewarding. Gave us a sense of accomplishment.,10,Completed,Varun Sharma,1 year  4 months ago
This sequel to 6.00.1x explores into pylab plotting  statistics  randomness  curve fitting  graphs and trees. In the end  it introduces the concept of machine learning (clustering of data sets) briefly. The material in this course (lecture videos and notes  finger exercises  problem sets  quizzes and final exam) is just right to challenge your thinking. The lecturers have designed the course material such that the students are actively engaged with the material throughout the course. Even if you are already familiar with python basics  you will definitely be able to learn new things along the way. So  why are you waiting? ENROLL now in VERIFIED track and boost your profile!!!,10,Completed,Vignesh Raghavan,1 year  9 months ago
Finally completed this course with final grade 95% (A)! Had to complete in a hurry  due to AP Chemistry coming up.  The course was really interesting  especially when one considers the new methods and/or skills to be learnt. The professors have explained the concepts with utmost patience. This is a must do course. It will keep you engaged all along  and make you work hard!  Thing to be noted: Knowledge of Python is a prerequisite.  Thanks MITx and edX for providing such a wonderful course!,10,Completed,Keshav Gupta,1 year  9 months ago
I thought this was an excellent course and an extremely solid companion course to MITX's 6.00.1X. Even if one is not especially interested in data science  the consolidation of the object-oriented programming methods introduced in 6.00.1X will be valuable to someone learning Python.  Having taken 6.00.1X and 6.00.2X  the only thing I was left wondering about was whether the problem sets could have been approached differently. Typically in this course  problem sets involve a fair bit of helper code and the student has to fill in the gaps to get everything working. An advantage of this is that it gives you practice at dealing with other peoples' code  an occasional disadvantage is that you may end up having to solve a problem their way only.,9,Completed,Ted Danson,1 year  9 months ago
Excellent course!  Very interesting exercises. Excellent presentation of the materials.  I am looking forward to the optimization topics in the course. I hope there will be a subsequent course 6.00.3x!,10,Taking Now,student,1 year  10 months ago
This is one of the best organized MOOCs on the internet.   The staff is actively engaged with the learners and also offer an opportunity to those learners to become a community teaching assistant (I was one).   The quality of the content is excellent. This course hits the sweet spot on the difficulty chart  meaning it's hard enough for you to be challenged but not so hard for you to perform inadequately.   The stuff you learn from this course (and 6.00.1x) can be applied to the real world. For example  I was able to build my own website from scratch (with Google App Engine) using Python. (I learned programming in Python only from 6.00.1x and 6.00.2x)  Also  edX is (in my opinion) the best platform for MOOCs around the internet.  I highly recommend taking this course after having completed 6.00.1x.,10,Completed,Saurabh Johri,1 year  10 months ago
